-10;0.6897;0.8276;0.6897;0.2759;0.1379;0;-0.1379;-0.2759;-0.4138;-0.5517;-0.4138;
-5;0.6897;0.5517;0.4138;0.2759;0.1379;0;-0.1379;-0.2759;-0.4138;-0.5517;-0.4138;
0;0.9655;0.8276;0.4138;0.2759;0.1379;0;-0.1379;-0.2759;-0.4138;-0.5517;-0.6897;
5;0.6897;0.8276;0.4138;0.2759;0.4138;0;-0.1379;-0.2759;-0.4138;-0.5517;-0.4138;
10;0.9655;0.8276;0.4138;0.2759;0.1379;0;-0.1379;-0.5517;-0.4138;-0.5517;-0.6897;
15;0.9655;0.8276;0.4138;0.5517;0.4138;0;-0.1379;-0.2759;-0.4138;-0.5517;-0.4138;
20;0.6897;0.8276;0.4138;0.2759;0.1379;0;-0.1379;-0.2759;-0.4138;-0.5517;-0.6897;
25;0.6897;0.5517;0.4138;0.2759;0.1379;0;-0.1379;-0.2759;-0.4138;-0.5517;-0.6897;
30;0.6897;0.5517;0.4138;0.2759;0.1379;0;-0.1379;-0.2759;-0.4138;-0.5517;-0.6897;
35;0.6897;0.5517;0.4138;0.2759;0.1379;0;-0.1379;-0.2759;-0.4138;-0.8276;-0.6897;
40;0.6897;0.8276;0.6897;0.2759;0.1379;0;-0.1379;-0.2759;-0.4138;-0.5517;-0.6897;
45;0.4138;0.5517;0.4138;0.2759;0.1379;0;-0.1379;-0.2759;-0.4138;-0.5517;-0.4138;
50;0.6897;0.5517;0.4138;0.2759;0.1379;0;-0.1379;-0.2759;-0.4138;-0.5517;-0.6897;
55;0.6897;0.5517;0.4138;0.2759;0.1379;0;-0.1379;-0.5517;-0.4138;-0.8276;-0.6897;
60;0.6897;0.5517;0.4138;0;-0.1379;-0.2759;-0.1379;-0.2759;-0.4138;-0.5517;-0.4138;
65;0.6897;0.5517;0.4138;0.2759;0.1379;0;-0.1379;-0.2759;-0.4138;-0.5517;-0.6897;
70;0.6897;0.5517;0.4138;0;0.1379;-0.2759;-0.1379;-0.2759;-0.4138;-0.5517;-0.6897;
75;0.6897;0.5517;0.4138;0.2759;0.1379;0;-0.1379;-0.2759;-0.4138;-0.5517;-0.6897;
80;0.6897;0.2759;0.1379;0;-0.1379;-0.2759;-0.1379;-0.5517;-0.4138;-0.5517;-0.4138;
85;0.6897;0.5517;0.1379;0.2759;0.1379;0;-0.1379;-0.2759;-0.4138;-0.5517;-0.6897;
90;0.6897;0.5517;0.4138;0;0.1379;-0.2759;-0.1379;-0.2759;-0.4138;-0.5517;-0.6897;
95;0.6897;0.5517;0.4138;0.2759;0.1379;0;-0.1379;-0.2759;-0.4138;-0.5517;-0.6897;
100;0.6897;0.5517;0.4138;0.2759;0.1379;-0.2759;-0.1379;-0.2759;-0.4138;-0.5517;-0.4138;
105;0.4138;0.5517;0.4138;0.2759;0.1379;0;-0.1379;-0.2759;-0.6897;-0.5517;-0.6897;
110;0.4138;0.5517;0.1379;0;-0.1379;0;-0.1379;-0.2759;-0.4138;-0.5517;-0.4138;
115;0.6897;0.5517;0.4138;0.2759;0.1379;0;-0.1379;-0.2759;-0.4138;-0.5517;-0.6897;
